entry_lookback,ma_trend,vol_mult,rsi_min,init_stop_atr,trail_atr,max_hold,train_trades,train_winrate,train_expect,train_payoff,train_return,train_cagr,test_trades,test_winrate,test_expect,test_payoff,test_return,test_cagr,test_mdd,test_avghold,train_obj,test_obj
55,150,1.3,50,2.0,4.5,30,693,35.4,-0.39,1.68,9.5,1.4,827,33.3,0.88,2.33,-11.6,-2.1,-22.6,11.7,0.09481691978795648,-0.11609774943934736
120,120,1.3,55,1.5,4.5,30,591,28.6,-0.27,2.35,-3.3,-0.5,824,29.5,0.87,2.83,-2.6,-0.4,-3.7,9.3,-0.03291759363941105,-0.025993161250621677
120,150,1.0,55,2.0,4.5,30,561,35.7,0.04,1.82,53.0,6.7,762,35.4,1.62,2.37,12.3,2.0,-17.4,12.2,0.5295773196044016,0.12323572935957539
55,150,1.6,45,2.0,3.5,30,687,31.7,-1.45,1.48,-6.7,-1.1,763,33.8,-0.29,1.85,-7.4,-1.3,-21.4,9.6,-0.06687160007588289,-0.073586665457675
40,120,1.0,55,1.5,4.5,60,841,28.3,-0.3,2.36,-15.2,-2.5,1058,29.5,0.96,2.89,-2.0,-0.3,-2.9,10.2,-0.1520512576432682,-0.020365985086820637
120,120,1.0,50,2.0,2.5,30,708,28.2,-1.96,1.23,-12.2,-2.0,1003,34.7,-1.12,1.38,0.5,0.1,-11.6,6.3,-0.12235202014411506,0.004985833335691359
55,60,1.3,55,1.5,2.5,60,912,27.0,-1.89,1.24,-17.3,-2.9,1223,28.0,-1.56,1.54,4.7,0.7,-1.8,5.0,-0.17263696560449693,0.04700088687992299
20,150,1.6,50,1.5,4.5,30,973,28.9,-0.37,2.25,-1.5,-0.2,1056,29.3,0.8,2.84,3.1,0.5,-8.3,9.7,-0.015379950224161498,0.031023688235302993
120,60,1.3,55,2.5,3.5,30,617,33.9,-1.62,1.33,-26.8,-4.6,834,37.8,-0.26,1.57,-8.8,-1.3,-35.9,11.1,-0.26765476586358405,-0.08753515379616805
55,120,1.3,50,1.5,4.5,30,739,29.5,-0.33,2.21,2.1,0.3,942,28.2,0.49,2.8,0.8,0.1,-3.6,9.0,0.021322172657414207,0.007810212521288218
20,150,1.6,55,2.5,3.5,30,924,35.7,-1.24,1.33,-30.2,-5.4,1020,37.5,-0.06,1.65,-27.6,-4.8,-36.4,11.3,-0.3023429249921985,-0.27582387748030135
20,150,1.0,50,2.5,2.5,60,1194,30.4,-1.78,1.22,-14.9,-2.4,1474,34.3,-1.04,1.42,-10.0,-1.6,-20.1,7.2,-0.1488291343438055,-0.10045623848212903
55,60,1.0,50,1.5,2.5,60,973,27.6,-1.76,1.27,-18.9,-3.2,1355,28.9,-1.42,1.56,4.7,0.7,-1.8,5.2,-0.1894800085802253,0.04700088687992299
120,120,1.3,45,2.0,4.5,60,538,30.9,-0.3,2.12,-15.9,-2.6,739,33.6,1.16,2.39,9.9,1.4,-17.4,13.2,-0.1592731292307582,0.09894449415513695
55,60,1.6,50,1.5,4.5,60,717,26.5,-0.53,2.45,18.3,2.6,927,25.8,-0.04,2.86,-0.2,-0.0,-5.5,9.8,0.18281083829878342,-0.0020893723172876744
55,120,1.0,50,2.5,2.5,60,869,29.7,-1.94,1.14,-18.2,-3.0,1126,33.9,-1.34,1.35,-22.5,-3.7,-22.5,6.8,-0.1823257573597853,-0.22486596772486256
40,60,1.0,50,2.0,3.5,60,920,29.6,-1.6,1.56,-18.2,-3.0,1190,32.9,-0.62,1.79,20.1,2.7,-15.8,10.1,-0.1823924448794344,0.20073036226758845
120,120,1.6,45,2.5,3.5,30,539,32.7,-1.81,1.35,-12.6,-2.0,685,38.4,-0.04,1.59,-16.1,-2.6,-31.9,11.1,-0.12597177913442403,-0.16088903163305135
55,150,1.3,45,2.5,2.5,30,813,29.6,-2.05,1.11,-16.4,-2.7,973,32.8,-1.66,1.29,-5.8,-1.0,-19.8,6.4,-0.16408336729940098,-0.05795549045973547
55,120,1.0,45,1.5,4.5,30,788,29.4,-0.3,2.23,-10.6,-1.7,1017,29.3,0.68,2.76,0.8,0.1,-3.6,9.2,-0.10566115886553484,0.007810212521288218
20,60,1.0,50,1.5,2.5,60,1326,26.2,-1.83,1.35,-15.7,-2.6,1702,30.1,-1.14,1.61,7.4,1.1,-4.5,5.6,-0.1573879689149339,0.07414033480244919
120,150,1.6,55,1.5,4.5,60,497,28.0,-0.04,2.56,-6.9,-1.1,660,28.0,0.83,2.99,11.5,2.0,-4.6,10.2,-0.0685160891165082,0.11478602023597184
55,120,1.3,45,2.5,4.5,30,683,37.9,-0.48,1.49,-26.9,-4.7,836,37.4,0.74,1.88,-18.5,-3.0,-41.8,13.6,-0.2694460117943124,-0.1848746447385674
120,60,1.3,55,2.0,4.5,60,566,32.2,-0.28,2.0,-28.9,-5.1,788,32.4,0.89,2.42,1.8,0.3,-17.2,13.2,-0.289322351792336,0.018045210076005125
120,60,1.0,50,2.5,3.5,30,644,34.3,-1.39,1.38,-32.6,-5.9,897,37.8,-0.04,1.63,-16.7,-2.7,-32.8,11.3,-0.3259878914090285,-0.1674429373963192
120,120,1.6,45,2.0,3.5,60,545,28.3,-1.82,1.63,-15.0,-2.4,698,34.2,-0.06,1.9,-11.6,-1.8,-17.3,10.2,-0.14976161723586656,-0.11590181063584759
120,60,1.3,55,2.0,3.5,30,635,31.0,-1.52,1.51,-34.4,-6.2,865,34.0,-0.35,1.81,-7.6,-1.2,-15.4,9.6,-0.3438371377875541,-0.07573086544210794
40,60,1.6,50,2.5,2.5,60,884,27.1,-2.6,1.03,-28.6,-5.0,1075,31.1,-2.16,1.16,-16.4,-2.6,-16.6,6.5,-0.28609293592237195,-0.16382560089881704
40,120,1.0,55,1.5,4.5,30,882,30.4,-0.24,2.16,-8.1,-1.3,1094,30.1,0.78,2.72,-2.0,-0.3,-2.9,9.3,-0.08109522396266122,-0.020365985086820637
120,120,1.6,55,2.0,2.5,60,603,26.0,-2.49,1.13,-29.1,-5.1,781,32.0,-1.77,1.3,-23.0,-3.8,-23.0,6.1,-0.29125520070062005,-0.22959285852323819
120,60,1.6,55,1.5,2.5,60,652,25.5,-2.17,1.22,-10.3,-1.6,869,27.4,-1.84,1.48,1.6,0.2,-3.5,5.0,-0.10255877871012953,0.01572107380275667
120,60,1.6,55,1.5,4.5,60,558,27.4,-0.23,2.52,-7.1,-1.1,766,26.5,0.16,2.86,4.7,0.7,-2.8,9.8,-0.07126939460097159,0.04701193623550348
20,120,1.6,45,1.5,4.5,60,952,26.6,-0.56,2.42,-8.9,-1.4,1066,29.5,0.83,2.81,7.2,1.0,-2.7,10.5,-0.08897384526454177,0.07224327466010316
20,120,1.3,50,2.0,4.5,30,996,34.7,-0.45,1.7,11.3,1.6,1166,34.5,0.99,2.26,-12.7,-2.0,-13.5,12.3,0.11283898906455248,-0.12744428163940036
120,120,1.0,45,1.5,4.5,30,627,29.3,-0.11,2.35,12.1,1.8,885,30.2,1.03,2.82,-2.6,-0.4,-3.7,9.5,0.120738229199856,-0.025993161250621677
40,60,1.3,50,1.5,4.5,30,883,28.4,-0.56,2.19,-22.0,-3.7,1137,28.3,0.28,2.68,2.2,0.3,-2.4,9.1,-0.2196924937020388,0.021712078386315614
20,150,1.0,55,1.5,2.5,60,1263,27.1,-1.7,1.37,-14.7,-2.4,1555,31.3,-0.93,1.63,11.9,1.7,-1.7,5.8,-0.14730024645464956,0.11911848702094208
40,150,1.0,55,1.5,4.5,60,827,28.8,-0.28,2.31,-11.2,-1.8,1023,28.6,0.9,2.98,3.4,0.6,-3.3,10.2,-0.11218165708225891,0.033673549462798213
120,150,1.0,55,1.5,4.5,30,594,30.1,-0.03,2.3,32.2,4.4,832,29.6,1.13,2.95,34.9,5.2,-5.5,9.5,0.3223364087803251,0.34941217192799234
40,150,1.0,50,2.5,2.5,30,965,29.9,-1.96,1.14,-22.3,-3.8,1189,33.3,-1.42,1.33,-10.5,-1.8,-17.2,6.7,-0.22322829539978506,-0.10472445172787848
20,150,1.0,45,1.5,4.5,30,1102,30.1,-0.27,2.17,14.5,2.1,1324,29.6,0.81,2.81,5.5,0.8,-2.9,10.0,0.14463815657180512,0.05508581986186334
55,150,1.0,45,2.5,3.5,60,731,34.6,-1.27,1.39,-27.4,-4.8,889,37.5,0.08,1.7,-9.8,-1.7,-16.8,12.0,-0.27407774673317653,-0.09772216889649499
40,60,1.6,45,2.5,3.5,30,802,32.0,-2.07,1.27,-41.4,-7.8,951,35.5,-0.92,1.51,-23.5,-3.9,-26.4,10.6,-0.41361682196786176,-0.23508325074420333
55,60,1.0,50,2.0,2.5,30,951,29.2,-1.95,1.16,-30.5,-5.4,1300,31.5,-1.59,1.36,-4.8,-0.7,-6.4,6.2,-0.3050187435417562,-0.048162649056806006
120,150,1.0,45,2.5,2.5,30,667,29.7,-1.95,1.19,-22.8,-3.9,929,34.9,-1.09,1.39,-10.3,-1.8,-15.6,6.7,-0.22752061411879254,-0.10343467431452458
55,60,1.3,55,2.0,2.5,30,896,28.3,-2.12,1.13,-23.4,-4.0,1176,30.9,-1.77,1.32,-4.8,-0.7,-6.4,6.0,-0.23350527472111116,-0.048162649056806006
20,150,1.3,45,1.5,2.5,30,1196,27.0,-1.77,1.33,-8.1,-1.3,1413,30.1,-1.11,1.63,12.0,1.7,-2.9,5.3,-0.0813245423493898,0.12019566551570171
55,60,1.0,45,2.5,2.5,30,945,29.7,-2.04,1.11,-27.6,-4.8,1279,32.4,-1.6,1.31,-5.8,-0.9,-8.3,6.7,-0.27586989781746973,-0.058452113022024355
55,60,1.6,50,1.5,3.5,30,778,27.0,-1.49,1.74,0.2,0.0,973,27.0,-0.91,2.17,0.6,0.1,-5.2,7.2,0.0018063236500136526,0.005799351312854917
40,120,1.6,55,2.0,2.5,30,848,27.4,-2.29,1.1,-29.6,-5.2,978,31.3,-1.95,1.24,-18.8,-3.0,-18.9,5.9,-0.2960878000926134,-0.18800778316858413
55,60,1.3,55,1.5,3.5,30,846,28.0,-1.28,1.75,-6.2,-1.0,1119,27.9,-0.64,2.22,5.0,0.7,-2.3,7.3,-0.0622800186261937,0.05030808917612872
40,120,1.0,50,2.0,4.5,30,838,35.4,-0.42,1.66,-0.8,-0.1,1016,35.1,0.96,2.18,46.4,5.8,-21.5,11.8,-0.007726989145325325,0.4635093273241153
40,60,1.0,55,2.0,2.5,30,1037,29.2,-2.01,1.13,-29.3,-5.2,1382,31.8,-1.56,1.34,-0.0,-0.0,-3.5,6.2,-0.2928304436650374,-6.0626899170079795e-05
55,150,1.6,55,2.0,3.5,60,673,30.3,-1.52,1.56,-21.0,-3.5,749,33.8,-0.16,1.9,-13.3,-2.5,-30.0,10.2,-0.2098133276329862,-0.1333648582959428
40,60,1.0,45,2.0,4.5,60,851,31.0,-0.78,1.88,-28.0,-4.9,1095,32.5,0.55,2.29,-13.4,-2.1,-19.9,13.2,-0.280189082639969,-0.1342888070615068
120,120,1.6,50,2.0,4.5,30,528,31.8,-0.65,1.89,-5.5,-0.9,676,34.2,0.85,2.21,-19.2,-3.1,-22.3,11.9,-0.055090712649280005,-0.19197930251033335
120,60,1.6,45,2.0,3.5,60,577,28.9,-1.8,1.57,-35.5,-6.5,751,32.8,-0.55,1.84,-6.8,-1.0,-14.8,10.0,-0.35483595368399745,-0.06799632789101451
120,120,1.3,50,2.5,2.5,30,663,27.6,-2.31,1.12,-21.2,-3.6,897,35.7,-1.26,1.28,-18.7,-3.0,-20.0,6.6,-0.21247532008898984,-0.1872784198809334
20,60,1.0,45,2.5,2.5,30,1277,28.9,-2.08,1.17,-39.1,-7.3,1610,33.6,-1.23,1.38,-7.2,-1.1,-10.6,7.1,-0.39108332248258026,-0.07232659119390361
55,120,1.6,45,1.5,2.5,30,773,25.9,-2.08,1.21,-17.7,-2.9,928,28.2,-1.75,1.46,-0.4,-0.1,-4.7,4.8,-0.17690357813892665,-0.0038570216302993288
55,150,1.6,50,2.5,4.5,30,629,37.8,-0.43,1.51,-15.7,-2.6,700,36.4,0.97,2.03,4.6,0.8,-33.6,13.9,-0.157333659735316,0.046242932402717596
55,120,1.3,45,1.5,2.5,60,845,26.6,-1.89,1.24,-14.8,-2.4,1081,29.1,-1.45,1.55,4.5,0.7,-2.7,5.0,-0.14826028859594353,0.04488624279485953
55,150,1.0,45,2.0,4.5,60,685,34.3,-0.16,1.85,-6.4,-1.0,859,33.1,1.17,2.46,51.5,7.3,-13.0,13.2,-0.06354611205590066,0.5153660001350115
120,120,1.3,50,1.5,2.5,30,681,25.6,-1.96,1.31,-8.4,-1.3,951,31.1,-1.16,1.56,4.9,0.7,-3.3,5.0,-0.08365617971728367,0.048955535334116895
55,150,1.0,55,2.5,2.5,30,863,30.5,-1.9,1.14,-21.4,-3.6,1086,33.1,-1.43,1.36,-19.1,-3.5,-26.7,6.7,-0.2138725791174827,-0.19050257376962987
40,150,1.0,45,2.5,4.5,30,786,40.2,-0.16,1.44,-0.3,-0.1,939,37.9,1.19,1.98,11.8,1.9,-19.4,13.9,-0.0033635397590676686,0.11784383823256328
55,150,1.0,50,2.0,3.5,60,759,31.8,-1.23,1.56,-18.3,-3.0,930,34.4,0.01,1.91,-24.2,-4.6,-26.9,10.2,-0.18318379617172065,-0.24168458144962268
55,150,1.0,45,1.5,3.5,30,815,29.1,-1.0,1.82,-10.0,-1.6,1025,29.4,-0.15,2.32,-0.1,-0.0,-4.8,7.5,-0.1003842457297921,-0.0007311998155455912
40,60,1.3,50,2.5,4.5,60,775,33.3,-1.21,1.58,-35.2,-6.4,979,35.6,0.48,1.95,-12.0,-1.9,-16.1,15.2,-0.35209984011543194,-0.12038559704391938
40,150,1.0,50,2.5,3.5,60,811,33.8,-1.29,1.44,-41.0,-7.8,982,37.0,-0.08,1.68,-1.2,-0.2,-14.6,11.8,-0.4103456837230143,-0.012316747661931027
20,150,1.6,45,2.0,3.5,60,933,30.4,-1.48,1.57,-23.8,-4.1,1031,35.3,0.05,1.85,15.4,2.2,-17.6,10.6,-0.23772094361509566,0.15388006061343096
55,120,1.6,50,1.5,3.5,30,718,27.0,-1.25,1.88,-6.2,-1.0,852,29.0,-0.41,2.23,-0.5,-0.1,-4.8,7.4,-0.061538834554131006,-0.005259989838626189
120,60,1.0,45,1.5,4.5,60,630,28.6,0.02,2.51,8.7,1.3,933,27.3,0.56,2.97,2.2,0.3,-2.8,10.0,0.08717848858227839,0.021898343236854245
20,120,1.6,45,2.5,4.5,60,825,36.4,-0.11,1.72,-34.9,-6.3,961,37.0,0.97,1.98,12.5,1.8,-27.9,15.6,-0.3486843830939844,0.12533346649367805
120,150,1.3,45,1.5,2.5,30,648,26.5,-1.84,1.33,-10.2,-1.6,888,30.6,-1.15,1.61,6.2,1.0,-3.3,5.0,-0.10213923741426212,0.061987261275050054
20,60,1.0,50,2.0,4.5,30,1105,32.6,-0.87,1.7,-27.7,-4.8,1343,33.9,0.84,2.27,-26.7,-4.5,-27.6,12.4,-0.2774520342055873,-0.26701371355707315
20,60,1.0,45,1.5,4.5,60,1129,26.0,-0.69,2.39,-22.5,-3.8,1414,27.7,0.51,2.9,2.4,0.4,-4.5,10.5,-0.2246262555715819,0.024377323672017726
120,120,1.0,55,2.0,2.5,60,705,28.2,-1.97,1.23,-12.2,-2.0,996,34.7,-1.09,1.4,-7.2,-1.1,-15.3,6.4,-0.12235202014411506,-0.07244504723778811
40,150,1.6,45,1.5,2.5,30,869,26.1,-2.01,1.25,-11.5,-1.8,965,29.0,-1.59,1.46,-2.1,-0.4,-5.4,4.9,-0.11490805851314967,-0.02096706112094815
20,60,1.6,50,2.5,2.5,30,1105,27.5,-2.47,1.09,-46.9,-9.2,1279,32.0,-1.8,1.24,-5.7,-0.9,-12.7,6.7,-0.4690564996981621,-0.05699716932240617
120,120,1.6,55,2.5,3.5,60,527,30.4,-1.95,1.47,-19.3,-3.2,672,37.5,0.12,1.7,-21.8,-3.6,-27.6,11.8,-0.19252277220194558,-0.2181623086404788
20,150,1.3,55,2.5,3.5,30,990,36.5,-1.05,1.35,-16.2,-2.7,1163,37.8,0.05,1.66,0.1,0.0,-27.7,11.5,-0.16182042039726707,0.0014255290830240686
20,150,1.0,45,1.5,3.5,30,1161,28.5,-1.14,1.79,-15.7,-2.6,1395,31.3,0.1,2.24,9.0,1.3,-2.6,8.3,-0.15669622195907384,0.08960033914143506
40,120,1.0,45,1.5,2.5,30,1023,27.5,-1.78,1.24,-16.9,-2.8,1292,30.8,-1.2,1.54,0.4,0.1,-2.8,5.2,-0.16885879119195768,0.0042812003717120906
20,60,1.0,55,2.5,2.5,60,1266,28.8,-2.1,1.17,-37.3,-6.9,1597,33.6,-1.22,1.39,-7.7,-1.2,-10.7,7.3,-0.37283817742780123,-0.07677654455901939
55,120,1.0,50,2.0,3.5,60,773,29.9,-1.31,1.67,-26.1,-4.5,974,34.3,0.0,1.92,-14.9,-2.4,-23.8,10.2,-0.2613709967841551,-0.1486490467182554
120,120,1.6,50,2.0,3.5,30,553,30.2,-1.68,1.53,-18.5,-3.1,708,34.9,-0.13,1.82,-22.2,-3.7,-24.4,9.7,-0.185070784627563,-0.22236254308065717
20,150,1.0,55,1.5,3.5,30,1160,28.5,-1.14,1.79,-15.7,-2.6,1393,31.2,0.05,2.23,9.0,1.3,-2.6,8.3,-0.15669622195907384,0.08960033914143506
120,150,1.0,55,1.5,3.5,60,612,27.1,-1.05,2.01,-8.5,-1.3,859,30.4,0.31,2.45,24.1,3.7,-3.8,8.1,-0.0848756135138441,0.2406538811674277
55,120,1.0,50,1.5,2.5,60,905,27.4,-1.76,1.26,-11.3,-1.8,1196,30.4,-1.24,1.57,4.5,0.7,-2.7,5.2,-0.11281661432309464,0.04488624279485953
40,60,1.0,55,1.5,4.5,60,900,27.2,-0.49,2.37,-16.2,-2.7,1198,27.5,0.38,2.85,2.4,0.4,-2.4,10.1,-0.16215979436445138,0.024420868362152515
120,60,1.3,45,2.5,4.5,60,546,34.6,-0.57,1.71,-28.8,-5.0,754,35.9,0.97,2.06,-8.6,-1.3,-29.7,15.6,-0.2875725429365664,-0.08648349470551309
20,120,1.3,50,2.0,3.5,60,1010,31.5,-1.15,1.63,-44.6,-8.6,1205,34.9,0.04,1.88,-12.1,-1.9,-14.2,10.7,-0.4463049230803031,-0.12106024660292769
40,60,1.6,50,2.5,4.5,30,761,34.0,-1.38,1.47,-51.0,-10.3,909,36.3,0.17,1.8,-22.3,-3.6,-27.9,13.3,-0.509527751246236,-0.22276085318706562
55,120,1.6,55,2.0,2.5,60,751,26.9,-2.36,1.1,-26.7,-4.6,896,30.6,-2.0,1.28,-25.9,-4.3,-25.9,6.0,-0.2667262997944322,-0.2586201113220392
120,120,1.3,55,1.5,3.5,30,624,27.2,-1.15,1.93,8.0,1.2,863,30.5,0.03,2.3,-0.0,-0.0,-3.7,7.5,0.08011105695285581,-0.00018827778435626108
120,60,1.0,45,2.5,4.5,60,570,35.3,-0.42,1.7,18.4,2.6,798,36.6,1.19,2.08,31.4,4.1,-28.3,15.8,0.18411277655245306,0.31387105332556997
120,120,1.6,50,2.0,2.5,30,606,26.1,-2.48,1.14,-29.1,-5.1,784,32.0,-1.81,1.28,-17.0,-2.7,-17.9,6.0,-0.29125520070062005,-0.17000882438385734
40,120,1.6,55,1.5,3.5,30,807,27.1,-1.22,1.87,-7.2,-1.1,926,29.8,-0.44,2.12,-1.2,-0.2,-4.8,7.4,-0.07225128407956272,-0.012213587791846559
120,120,1.6,50,1.5,2.5,60,615,24.9,-2.17,1.27,-14.9,-2.4,807,29.4,-1.57,1.48,-0.5,-0.1,-3.8,5.0,-0.14885835610967524,-0.004769245397234001
120,150,1.3,55,2.5,4.5,60,484,35.3,-0.14,1.79,27.5,3.8,651,37.9,1.81,2.13,18.1,2.9,-17.0,15.9,0.2754967456556854,0.1814957150020129
120,120,1.3,55,2.5,2.5,30,663,27.6,-2.31,1.12,-21.2,-3.6,897,35.7,-1.26,1.28,-18.7,-3.0,-20.0,6.6,-0.21247532008898984,-0.1872784198809334
55,120,1.6,50,2.5,3.5,30,670,33.7,-1.53,1.35,-14.8,-2.4,779,36.8,-0.31,1.62,-7.1,-1.1,-40.2,10.9,-0.14827793187368365,-0.07103838715379318
120,150,1.0,55,2.5,3.5,60,557,33.8,-1.33,1.45,-12.3,-2.0,759,38.7,0.69,1.79,1.1,0.2,-15.2,12.3,-0.12267477260683401,0.011325855214907143
55,60,1.0,45,1.5,4.5,60,817,28.2,-0.25,2.4,3.5,0.5,1133,26.3,0.32,2.99,1.9,0.3,-3.6,9.9,0.035254623155888565,0.019108864971551842
40,60,1.3,55,1.5,3.5,60,910,26.0,-1.43,1.84,-21.3,-3.6,1181,28.3,-0.67,2.15,4.8,0.7,-2.3,7.7,-0.2133917252802081,0.04801775016326282
20,60,1.6,55,2.0,4.5,60,939,28.2,-1.28,1.92,-23.4,-4.0,1074,32.7,0.58,2.28,-20.4,-3.3,-31.2,13.5,-0.23382236583004234,-0.20367481978090218
55,150,1.3,55,1.5,3.5,30,768,29.2,-1.03,1.8,17.0,2.4,932,29.4,-0.21,2.29,-1.1,-0.2,-8.2,7.4,0.16991081611912118,-0.01059092267328876
55,150,1.6,50,2.0,2.5,30,755,27.7,-2.26,1.11,-19.7,-3.3,850,30.2,-1.99,1.3,-16.4,-3.1,-23.2,5.9,-0.1974438010170534,-0.16354652569824946
55,60,1.0,45,1.5,2.5,60,973,27.6,-1.76,1.27,-18.9,-3.2,1355,28.9,-1.42,1.56,4.7,0.7,-1.8,5.2,-0.1894800085802253,0.04700088687992299
20,60,1.0,50,2.0,3.5,60,1127,29.5,-1.54,1.6,-19.5,-3.3,1399,33.8,-0.21,1.87,-11.9,-1.8,-13.7,10.7,-0.19511592563024538,-0.1190259060253337
40,120,1.0,45,2.0,3.5,60,863,30.0,-1.27,1.68,-33.8,-6.1,1059,34.7,-0.2,1.81,15.4,2.1,-16.4,10.2,-0.3378397114869669,0.15433512157143436
120,120,1.3,45,1.5,3.5,30,624,27.2,-1.15,1.93,8.0,1.2,863,30.5,0.03,2.3,-0.0,-0.0,-3.7,7.5,0.08011105695285581,-0.00018827778435626108
40,120,1.3,45,2.0,2.5,60,920,28.2,-2.11,1.12,-21.6,-3.6,1131,32.5,-1.59,1.31,-10.2,-1.6,-10.5,6.0,-0.2157149386263506,-0.10160890555785784
55,150,1.6,50,2.5,4.5,60,596,35.6,-0.44,1.66,-17.5,-2.9,683,35.7,0.97,2.08,5.8,1.0,-29.7,15.5,-0.17509999153750633,0.058279997974524766
40,120,1.0,45,2.0,4.5,60,791,33.2,-0.32,1.88,57.5,7.2,974,33.9,1.05,2.34,73.4,8.5,-18.3,13.1,0.5753230820270241,0.7341129255914747
120,60,1.6,50,2.5,2.5,30,636,27.8,-2.53,1.05,-30.2,-5.4,832,31.6,-2.03,1.21,-24.8,-4.1,-24.8,6.5,-0.30226759455782637,-0.24778335010723562
40,60,1.0,50,1.5,4.5,60,900,27.2,-0.49,2.37,-16.2,-2.7,1198,27.5,0.38,2.85,2.4,0.4,-2.4,10.1,-0.16215979436445138,0.024420868362152515
40,120,1.0,45,2.0,2.5,60,980,29.4,-1.89,1.16,-21.8,-3.7,1237,33.5,-1.34,1.35,-9.5,-1.5,-10.0,6.3,-0.21834260760750812,-0.09542748428272008
55,60,1.3,55,1.5,4.5,60,772,27.8,-0.37,2.37,-3.7,-0.6,1047,26.2,0.23,2.96,1.9,0.3,-3.6,9.9,-0.03743447728039384,0.019108864971551842
20,120,1.3,55,2.0,4.5,30,995,34.8,-0.45,1.7,11.3,1.6,1166,34.5,0.98,2.26,-12.7,-2.0,-13.5,12.3,0.11283898906455248,-0.12744428163940036
120,120,1.3,50,2.0,4.5,60,538,30.9,-0.3,2.12,-15.9,-2.6,739,33.6,1.16,2.39,9.9,1.4,-17.4,13.2,-0.1592731292307582,0.09894449415513695
